[19:10:51] 🐋 WHALE SELL: 381.57 ETH @ $2061.51
[19:10:56] 🐋 WHALE SELL: 101.18 ETH @ $2061.18
[19:11:13] 🐋 WHALE BUY: 57.17 ETH @ $2061.2
[19:11:28] 🐋 WHALE SELL: 50.02 ETH @ $2061.11
[19:11:50] 🐋 WHALE BUY: 51.06 ETH @ $2061.45
[19:11:55] 🐋 WHALE SELL: 88.07 ETH @ $2061.6
[19:12:06] 🐋 WHALE BUY: 65.10 ETH @ $2061.61
[19:12:16] 🐋 WHALE BUY: 65.36 ETH @ $2061.43
[19:12:33] 🐋 WHALE BUY: 99.29 ETH @ $2061.62
[19:13:21] 🐋 WHALE SELL: 157.13 ETH @ $2060.7
[19:13:21] 🐋 WHALE BUY: 85.27 ETH @ $2060.46
[19:13:26] 🐋 WHALE SELL: 145.59 ETH @ $2060.55
[19:13:37] 🐋 WHALE BUY: 50.00 ETH @ $2060.52
[19:13:48] 🐋 WHALE SELL: 82.19 ETH @ $2060.04
[19:13:58] 🐋 WHALE SELL: 138.50 ETH @ $2059.34
[19:14:15] 🐋 WHALE SELL: 109.45 ETH @ $2059.17
[19:14:15] 🐋 WHALE SELL: 55.45 ETH @ $2058.93
[19:14:31] 🐋 WHALE SELL: 81.85 ETH @ $2059.02
[19:14:47] 🐋 WHALE BUY: 82.00 ETH @ $2058.44
[19:14:52] 🐋 WHALE BUY: 96.79 ETH @ $2059.13
[19:14:52] 🐋 WHALE BUY: 124.08 ETH @ $2059.13
[19:15:08] 🐋 WHALE SELL: 406.53 ETH @ $2059.4
[19:15:35] 🐋 WHALE SELL: 55.85 ETH @ $2057.5
[19:15:51] 🐋 WHALE SELL: 116.71 ETH @ $2057.3
[19:16:18] 🐋 WHALE SELL: 54.77 ETH @ $2056.24
[19:16:28] 🐋 WHALE SELL: 158.96 ETH @ $2056.48
[19:16:34] 🐋 WHALE SELL: 117.80 ETH @ $2054.9
[19:16:50] 🐋 WHALE SELL: 53.39 ETH @ $2054.45
[19:16:50] 🐋 WHALE BUY: 54.09 ETH @ $2054.74
[19:16:55] 🐋 WHALE SELL: 137.08 ETH @ $2054.57
[19:17:13] 🐋 WHALE SELL: 76.84 ETH @ $2054.48
[19:17:35] 🐋 WHALE BUY: 60.44 ETH @ $2052.62
[19:17:40] 🐋 WHALE SELL: 51.03 ETH @ $2053.5
[19:17:46] 🐋 WHALE BUY: 66.55 ETH @ $2053.37
[19:17:51] 🐋 WHALE BUY: 50.00 ETH @ $2054.17
[19:18:18] 🐋 WHALE BUY: 89.27 ETH @ $2053.1
[19:18:18] 🐋 WHALE SELL: 105.06 ETH @ $2053.09
[19:18:18] 🐋 WHALE BUY: 108.66 ETH @ $2053.1
[19:18:23] 🐋 WHALE BUY: 52.61 ETH @ $2052.9
